City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
235,Morgantown,US,2022-05-15 20:38:18,39.6295,-79.9559,81.32,63,100,2.57
236,Yangjiang,CN,2022-05-15 20:38:01,21.85,111.9667,66.92000000000002,89,100,5.18
237,Longyearbyen,SJ,2022-05-15 20:38:36,78.2186,15.6401,30.03800000000001,74,75,1.54
238,Labuhan,ID,2022-05-15 20:38:37,-6.8844,112.2051,77.97200000000004,88,37,3.47
239,Puri,IN,2022-05-15 20:38:38,19.8,85.85,84.72200000000004,87,96,9.25
240,Hithadhoo,MV,2022-05-15 20:38:38,-0.6,73.0833,83.26399999999995,73,83,5.63
241,Grand Gaube,MU,2022-05-15 20:38:39,-20.0064,57.6608,73.79599999999999,79,2,0.89
242,Awjilah,LY,2022-05-15 20:38:40,29.1081,21.2869,75.03799999999995,29,0,4.36
243,Lieksa,FI,2022-05-15 20:38:40,63.3167,30.0167,42.00799999999998,95,99,1.93
244,Buraydah,SA,2022-05-15 20:38:30,26.326,43.975,81.05000000000001,13,0,2.32
245,Tari,NG,2022-05-15 20:38:41,12.4086,4.4914,93.50600000000003,35,53,2.73
246,Nanortalik,GL,2022-05-15 20:38:42,60.1432,-45.2371,31.333999999999946,75,80,3.67
247,Sergeyevka,KZ,2022-05-15 20:38:42,53.88,67.4158,57.66800000000006,79,100,5.39
248,Dawson Creek,CA,2022-05-15 20:38:43,55.7666,-120.2362,55.04000000000002,38,75,2.57
249,Dingle,PH,2022-05-15 20:38:44,10.9995,122.6711,76.71200000000005,88,99,1.39
250,Pacific Grove,US,2022-05-15 20:38:45,36.6177,-121.9166,75.38000000000005,85,75,5.14
251,Nicoya,CR,2022-05-15 20:38:46,10.1483,-85.452,85.92800000000005,67,97,1.51
252,Ribeira Grande,PT,2022-05-15 20:38:47,38.5167,-28.7,62.99600000000004,88,75,12.86
253,Khatanga,RU,2022-05-15 20:38:47,71.9667,102.5,30.79400000000004,94,100,0.69
254,La Primavera,CO,2022-05-15 20:38:48,5.4906,-70.4092,87.02600000000001,62,98,1.96
255,Adrar,MR,2022-05-15 20:38:49,20.5022,-10.0711,91.13000000000005,10,62,4.77
256,Itarema,BR,2022-05-15 20:38:50,-2.9248,-39.9167,79.23200000000003,85,86,4.99
